category,gDork
Pages Containing Login Portals,inurl:/index.php/admin/ intitle:"login" 

Pages Containing Login Portals,site:*/admincp/ intitle:"Admin Cp" 

Files Containing Passwords,intitle:"index of" "ftp.passwd" 

Sensitive Directories,intitle:"index of" /config.ini 

Sensitive Directories,intitle:index.of.?.login 

Sensitive Directories,site:*/wordpress/wordpress.bak/ 

Pages Containing Login Portals,inurl:/identify/ intitle:"Forgotten Password" 

Sensitive Directories,inurl:/wp/wp-admin/ 

Files Containing Passwords,intitle:"index of" "htpasswd.txt" 

Pages Containing Login Portals,site:secure.*.* intitle:"log in" 

Pages Containing Login Portals,site:*/wp-login?redirect_to= intitle:"login" 

Pages Containing Login Portals,inurl:/EasyPAY/view 

Files Containing Juicy Info,intitle:"index of" "debian.cnf" 

Pages Containing Login Portals,inurl:"/?action=login" intitle:"Log In" 

Sensitive Directories,index of /cache 

Sensitive Directories,intitle:index.of.?.database 

Pages Containing Login Portals,site:*/web-hosting/cplogin 

Files Containing Juicy Info,site:*/log/access_log 

Pages Containing Login Portals,site:admin.*.*/forgot?username= 

Pages Containing Login Portals,site:*/login/ForgotPassword 

Pages Containing Login Portals,site:*/account-sign-in 

Various Online Devices,inurl:webArch/mainFrame filetype:cgi intext:"Web Image Monitor" 

Pages Containing Login Portals,site:*.*.*/authentication/Logon 

Pages Containing Login Portals,site:sts.*.*/adfs/ls/?SAMLRequest= intitle:"sign in" 

Various Online Devices,intitle:"VideoEdge Admin Interface" 

Sensitive Directories,intitle:"index of" /content/uploads/ -inurl:/wp-content/uploads/ 

Sensitive Directories,intitle:"index of" /content/admin/ 

Pages Containing Login Portals,site:*/forgetpassword.php 

Pages Containing Login Portals,intitle:dotCMS inurl:dotAdmin 

Pages Containing Login Portals,site:*/Password.aspx 

Pages Containing Login Portals,intitle:dotCMS inurl:dotAdmin 

Pages Containing Login Portals,intitle:synology intext:"Choose login account:" 

Pages Containing Login Portals,site:*/forgetpassword.php 

Network or Vulnerability Data,inurl:"/Serviceability?adapter=device.statistics.configuration" 

Pages Containing Login Portals,site:identity.*.*/login 

Pages Containing Login Portals,intitle:please login inurl:remote/login intext:FortiToken 

Sensitive Directories,intitle:index.of.?.mysql 

Pages Containing Login Portals,intitle:"Local Run Manager" intext:"Local Run Manager Version:" 

Files Containing Juicy Info,site:docs.google.com inurl:forms | viewanalytics intext:see previous responses 

Sensitive Directories,site:*/wp-contents/ inurl:/wp-contents/ 

Sensitive Directories,site:*/wp-includes/ inurl:/wp-includes/ 

Files Containing Passwords,"pass" "usuario" filetype:sql 

Pages Containing Login Portals,intitle:"Login page" intext:"about SurgeMail" 

Pages Containing Login Portals,site:*/Webmail/ 

Pages Containing Login Portals,site:*/index.php/login intitle:"login" 

Pages Containing Login Portals,site:*/cgi/user.cgi 

Files Containing Juicy Info,site:*/phpinfo.php intitle:"phpinfo()" 

Various Online Devices,site:member.*.*/auth/login 

Pages Containing Login Portals,site:vpn.*.*/ intitle:"login" 

Files Containing Juicy Info,ext:sql intext:contrasena 

Sensitive Directories,intitle:"index of" /php/ 

Network or Vulnerability Data,intitle:Host Report inurl:ganglia 

Pages Containing Login Portals,site:mail.*.*/auth 

Pages Containing Login Portals,site:*/en/login/ 

Sensitive Directories,intitle:"index of" mysqli.ini 

Sensitive Directories,intitle:"index of" ssh.ini 

Pages Containing Login Portals,site:*/pages/login.php intitle:"Login" 

Pages Containing Login Portals,site:admin.*.* intitle:"Admin Login" 

Pages Containing Login Portals,inurl:"/login.php?do=login" 

Sensitive Directories,intitle:index.of./.db 

Pages Containing Login Portals,inurl:/admin/cal_login.php 

Pages Containing Login Portals,site:*/adminLogin/login/ 

Various Online Devices,intitle:Grafana - Home inurl:/orgid 

Pages Containing Login Portals,site:/*: -site:/*: intitle:"::: Login :::" 

Pages Containing Login Portals,site:*/forum/login/ 

Pages Containing Login Portals,site:*/sign_in.aspx 

Pages Containing Login Portals,site:/auth.*.*/login 

Pages Containing Login Portals,inurl:admin. intitle:"admin login" 

Pages Containing Login Portals,site:signin.*.* intitle:"login" 

Pages Containing Login Portals,site:login.*.* intitle:"Admin Login" 

Pages Containing Login Portals,inurl:/admin/admin.php intitle:"login" 

Pages Containing Login Portals,inurl:/member/login 

Files Containing Juicy Info,ext:sql intext:clave 

Pages Containing Login Portals,site:/*:/nexus/#welcome -inurl:"/nexus/content/" 

Pages Containing Login Portals,inurl:/manage/login.html 

Various Online Devices,intitle:apache couchdb - futon: overview inurl:/_utils 

Pages Containing Login Portals,site:*:/login.aspx 

Pages Containing Login Portals,inurl:/oaam_server/login.do 

Pages Containing Login Portals,inurl:*admin_login.php 

Pages Containing Login Portals,intitle:"Sales Central - Logon" 

Pages Containing Login Portals,site:*/logon/ intitle:"Sign In" 

Pages Containing Login Portals,site:*/logon/logonpoint/tmindex.html 

Pages Containing Login Portals,inurl:/admin.login.php 

Pages Containing Login Portals,intitle:"Calendarix Admin Login" 

Pages Containing Login Portals,site:*/src/login.php 

Pages Containing Login Portals,site:*/admin/login.html 

Pages Containing Login Portals,site:member.*.* intitle:"login" 

Pages Containing Login Portals,inurl:/account/logon intitle:"Log On" 

Pages Containing Login Portals,inurl:/users/sign_in 

Pages Containing Login Portals,inurl:/admin/ intext:"login" 

Pages Containing Login Portals,site:sso.*.* intitle:"Login" 

Pages Containing Login Portals,inurl:/wp-admin/admin.php intitle:"Log In" 

Pages Containing Login Portals,site:*/admin-login intitle:"Admin Login" 

Pages Containing Login Portals,inurl:/Login/Admin intitle:"Admin Login" 

Pages Containing Login Portals,inurl:/account/signin intitle:"signin" 

Sensitive Directories,intitle:index.of.?.bak 

Pages Containing Login Portals,site:*/quicklogin.php 

Pages Containing Login Portals,site:*/cgi-bin/login.html 

Sensitive Directories,intitle:"Index of" wp-config.php 

Sensitive Directories,intitle:index.of./.sql 

Sensitive Directories,intitle:"Index of" login.php 

Pages Containing Login Portals,"viostor system" 

Pages Containing Login Portals,site:*/auth/login.aspx 

Pages Containing Login Portals,site:*/users/login_form 

Pages Containing Login Portals,inurl:memberlist.php?mode=viewprofile 

Pages Containing Login Portals,inurl:user_login.php 

Network or Vulnerability Data,intitle:prometheus time series collection and processing server inurl:/alerts 

Pages Containing Login Portals,site:account.*.*/login 

Pages Containing Login Portals,intitle:"Web Management Login" 

Pages Containing Login Portals,intitle:"EdgeOS" intext:"Please login" 

Pages Containing Login Portals,site:*/sign-in 

Pages Containing Login Portals,site:*/forum/ucp.php?mode=login 

Various Online Devices,inurl:ftp://ftp robots.txt 

Various Online Devices,inurl:ftp://ftp 

Pages Containing Login Portals,site:*/access/unauthenticated 

Pages Containing Login Portals,site:*/account/login 

Pages Containing Login Portals,site:*/index.jsp intitle:"login" 

Pages Containing Login Portals,site:*/login/auth 

Pages Containing Login Portals,site:*/user/login 

Pages Containing Login Portals,site:portal.*.com/signin/ 

Pages Containing Login Portals,site:conf.*.com/signin/ 

Files Containing Juicy Info,inurl:robots.txt site:gov + intext:password 

Pages Containing Login Portals,intitle:sign in inurl:/signin 

Pages Containing Login Portals,site:social.*.com/signin/ 

Pages Containing Login Portals,intitle:"sign in" inurl:login.aspx 

Footholds,intitle:Administration - Installation - MantisBT 

Web Server Detection,inurl:"WebPortal?bankid" 

Pages Containing Login Portals,inurl:login_user.asp 

Pages Containing Login Portals,site:login.*.com/signin/ 

Pages Containing Login Portals,site:admin.*.com/signin/ 

Pages Containing Login Portals,inurl:adminpanel/index.php 

Sensitive Directories,inurl:/sites/default/private 

Sensitive Directories,intitle:"index of" sql inurl:./db/ 

Sensitive Directories,intitle:"index of" admin 

Sensitive Directories,intitle:"index of" drupal 

Pages Containing Login Portals,site:accounts.*.com/signin/ 

Pages Containing Login Portals,site:*/joomla/administrator 

Pages Containing Login Portals,inurl:login.cgi 

Sensitive Directories,intitle:"Index of" phpmyadmin 

Sensitive Directories,intitle:"Index of" wp-admin 

Sensitive Directories,intitle:"Index of" inurl:wp-json/oembed 

Pages Containing Login Portals,inurl:/login/index.jsp -site:hertz.* 

Sensitive Directories,"Index of" inurl:webalizer 

Sensitive Directories,intitle:index.of.?.sql 

Files Containing Juicy Info,s site:amazonaws.com filetype:log 

Sensitive Directories,"Index of" inurl:htdocs inurl:xampp 

Advisories and Vulnerabilities,inurl:zoom.us/j and intext:scheduled for 

Pages Containing Login Portals,inurl: admin/login.aspx 

Pages Containing Login Portals,inurl:cgi/login.pl 

Sensitive Directories,inurl: /filemanager/dialog.php 

Sensitive Directories,"Index of" inurl:phpmyadmin 

Sensitive Directories,"Index of" inurl:htdocs inurl:xampp 

Network or Vulnerability Data,s site:amazonaws.com intext:dhcp filetype:txt inurl:apollo 

Pages Containing Login Portals,inurl:/index.aspx/login 

Pages Containing Login Portals,site:amazonaws.com inurl:login.php 

Web Server Detection,intitle:"IIS Windows Server" -inurl:"IIS Windows Server" 

Web Server Detection,intitle:"Apache Ubuntu Default Page: It works" 

Files Containing Juicy Info,inurl:/filedown.php?file= 

Sensitive Directories,intitle:"Index of" wp-config 

Sensitive Directories,intitle:"Index of" wp-content 

Files Containing Juicy Info,intitle:"Index of" pass.txt 

Pages Containing Login Portals,inurl:/site/login.php 

Pages Containing Login Portals,inurl:/client/login.php 

Pages Containing Login Portals,inurl:/guest/login.php 

Pages Containing Login Portals,inurl:/administrator/login.php 

Pages Containing Login Portals,inurl:/system/login.php 

Pages Containing Login Portals,inurl:/student/login.php 

Pages Containing Login Portals,inurl:/teacher/login.php 

Pages Containing Login Portals,inurl:/employee/login.php 

Pages Containing Login Portals,inurl:/admin/login.php 

Pages Containing Login Portals,inurl:wp/wp-login.php 

Files Containing Juicy Info,filetype:xls "nomina" 

Web Server Detection,inurl:/server-status + "Server MPM:" 

Sensitive Directories,intitle:"Index of" portal 

Pages Containing Login Portals,site:*/login/login.php 

Sensitive Directories,intitle:"Index of" public 

Files Containing Juicy Info,site:*.com intitle:"Thank You For Your Order" intext:Click Here to Download 

Files Containing Passwords,intext:"aspx" filetype:txt login & password 

Sensitive Directories,intitle:"Index of" phpinfo.php 

Pages Containing Login Portals,inurl:Dashboard.jspa intext:"Atlassian Jira Project Management Software" 

Pages Containing Login Portals,inurl:simple/view/login.html 

Advisories and Vulnerabilities,inurl:/secure/ContactAdministrators!default.jspa intext:"Request Details" -intext:"Your Jira administrator has not yet configured this contact form" 

Sensitive Directories,"Index of" inurl:config inurl:production 

Pages Containing Login Portals,inurl:/en-US/account/login?return_to= 

Footholds,inurl:/phpmyadmin/index.php?db= 

Pages Containing Login Portals,intext:Grafana New version available! -grafana.com -grafana.org inurl:/login 

Various Online Devices,inurl:app/kibana intext:Loading Kibana 

Files Containing Juicy Info,site:https://docs.google.com/spreadsheets edit 

Files Containing Juicy Info,site:https://docs.google.com/spreadsheets responses 

Files Containing Juicy Info,site:https://docs.google.com/forms responses 

Files Containing Juicy Info,site:https://docs.google.com/forms viewanalytics 

Various Online Devices,inurl:/_cat/indices/ 

Various Online Devices,inurl: AND -intitle: AND -intext: prohibited|restricted|unauthorized 

Various Online Devices,intext:" Welcome to DSL-B Web Management" 

Files Containing Juicy Info,MAIL_HOST filetype:env 

Files Containing Juicy Info,inurl:"paypal.log" ext:log 

Web Server Detection,inurl:phpinfo.php intext:build  

Sensitive Directories,Index of / *.ovpn 

Sensitive Directories,Inurl : /list/hdd 

Files Containing Juicy Info,intitle:"index of" unattend.xml 

Files Containing Juicy Info,site:https://docs.google.com/document/d/ password 

Pages Containing Login Portals,inurl:/admin/index.php?module=config 

Sensitive Directories,"To Parent Directory" AND "dir>" AND "web.config" 

Pages Containing Login Portals,inurl:/admin/index.php 

Files Containing Juicy Info,site:https://docs.google.com/spreadsheets/d/ password 

Files Containing Juicy Info,DB_USERNAME filetype:env 

Web Server Detection,inurl:OrganizationChart.cc 

Pages Containing Login Portals,intext:"evetsites" "Login" 

Web Server Detection,intext:"Brought to you by eVetSites" 

Pages Containing Login Portals,inurl:"/vpn/tmindex.html" vpn 

Web Server Detection,intext:"Powered by GetSimple" -site:get-simple.info 

Pages Containing Login Portals,inurl:"/fuel/login" 

Sensitive Directories,intitle:"index of" intext:"Includes wordpress" 

Pages Containing Login Portals,intitle:"netscaler gateway" intext:password "please log on" 

Files Containing Passwords,inurl:users.json + "username" 

Sensitive Directories,intitle:"index of" intext:"Includes 

Files Containing Juicy Info,inurl:old "index of" "wp-config.php" 

Pages Containing Login Portals,inurl: AND intext:"Continuous Code Quality" 

Files Containing Juicy Info,s site:amazonaws.com filetype:sql 

Files Containing Passwords,intext:"wordpress" filetype:xls login & password 

Pages Containing Login Portals,"Web Analytics powered by Open Web Analytics - v: .." 

Pages Containing Login Portals,intitle:"Outlook Web Access" | "Outlook Web app" -office.com -youtube.com -microsoft.com 

Pages Containing Login Portals,intext:"Sign in with your organizational account" login -github.com 

Files Containing Juicy Info,"/FTPSVC" intitle:"index of" 

Files Containing Juicy Info,intitle:"index of" "WSVC" 

Pages Containing Login Portals,inurl:"CookieAuth.dll?GetLogon?" intext:log on 

Pages Containing Login Portals,-youtube.com login | password | username intitle:"assessment" 

Files Containing Juicy Info,s site:amazonaws.com filetype:xls login 

Files Containing Passwords,s site:amazonaws.com filetype:xls password 

Files Containing Juicy Info,intext:backup.sql intitle:index.of 

Files Containing Juicy Info,intext:user.sql intitle:index.of 

Web Server Detection,inurl:jsmol.php 

Various Online Devices,intitle:"Pi-hole Admin Console" 

Files Containing Juicy Info,filetype:inc php -site:github.com -site:sourceforge.net 

Error Messages,filetype:php "Notice: Undefined variable: data in" -forum 

Web Server Detection,intitle:"WAMPSERVER homepage" "Server Configuration" "Apache Version" 

Advisories and Vulnerabilities,intitle:"report" ("qualys" | "acunetix" | "nessus" | "netsparker" | "nmap") filetype:pdf 

Sensitive Directories,filetype:git -github.com inurl:"/.git" 

Pages Containing Login Portals,intitle:"iLO Login" intext:"Integrated Lights-Out " 

Sensitive Directories,filetype:svn -gitlab -github inurl:"/.svn" 

Pages Containing Login Portals,"please sign in" "sign in" "gophish" +"login" 

Various Online Devices,intitle:"LaserJet" "Device status" "Supplies summary" 

Files Containing Juicy Info,inurl:github.com intext:.ftpconfig -issues 

Sensitive Directories,inurl:bc.googleusercontent.com intitle:index of 
